startDateTime,endDateTime,bioTempMean,bioTempMinimum,bioTempMaximum,bioTempVariance,bioTempNumPts,bioTempExpUncert,bioTempStdErMean,finalQF
"2022-04-01T00:00:00Z","2022-04-01T00:30:00Z",12.50,11.59,13.62,0.20,1800.00,0.51,0.01,0
"2022-04-01T00:30:00Z","2022-04-01T01:00:00Z",12.96,12.31,13.39,0.07,1800.00,0.51,0.01,0
"2022-04-01T01:00:00Z","2022-04-01T01:30:00Z",12.58,12.19,12.94,0.03,1800.00,0.51,0.00,0
"2022-04-01T01:30:00Z","2022-04-01T02:00:00Z",12.82,12.33,13.10,0.04,1800.00,0.51,0.00,0
"2022-04-01T02:00:00Z","2022-04-01T02:30:00Z",12.66,12.37,13.07,0.03,1800.00,0.51,0.00,0
"2022-04-01T02:30:00Z","2022-04-01T03:00:00Z",12.30,11.99,12.71,0.03,1800.00,0.51,0.00,0
"2022-04-01T03:00:00Z","2022-04-01T03:30:00Z",11.20,9.91,12.25,0.66,1800.00,0.51,0.02,0
"2022-04-01T03:30:00Z","2022-04-01T04:00:00Z",10.44,9.83,11.03,0.08,1800.00,0.51,0.01,0
"2022-04-01T04:00:00Z","2022-04-01T04:30:00Z",10.45,9.62,11.07,0.13,1800.00,0.51,0.01,0
"2022-04-01T04:30:00Z","2022-04-01T05:00:00Z",10.15,9.35,11.17,0.32,1800.00,0.51,0.01,0
"2022-04-01T05:00:00Z","2022-04-01T05:30:00Z",10.18,8.30,11.30,1.25,1800.00,0.52,0.03,0
"2022-04-01T05:30:00Z","2022-04-01T06:00:00Z",8.61,8.33,8.84,0.01,1800.00,0.51,0.00,0
"2022-04-01T06:00:00Z","2022-04-01T06:30:00Z",8.46,8.08,8.90,0.05,1800.00,0.51,0.01,0
"2022-04-01T06:30:00Z","2022-04-01T07:00:00Z",8.45,8.11,8.70,0.02,1800.00,0.51,0.00,0
"2022-04-01T07:00:00Z","2022-04-01T07:30:00Z",8.43,8.20,8.62,0.01,1800.00,0.51,0.00,0
"2022-04-01T07:30:00Z","2022-04-01T08:00:00Z",8.31,7.96,8.59,0.02,1800.00,0.51,0.00,0
"2022-04-01T08:00:00Z","2022-04-01T08:30:00Z",8.08,7.78,8.50,0.02,1800.00,0.51,0.00,0
"2022-04-01T08:30:00Z","2022-04-01T09:00:00Z",7.73,7.38,8.05,0.02,1800.00,0.51,0.00,0
"2022-04-01T09:00:00Z","2022-04-01T09:30:00Z",7.78,7.48,8.18,0.02,1800.00,0.51,0.00,0
