startDateTime,endDateTime,bioTempMean,bioTempMinimum,bioTempMaximum,bioTempVariance,bioTempNumPts,bioTempExpUncert,bioTempStdErMean,finalQF
"2020-01-01T00:00:00Z","2020-01-01T00:30:00Z",2.24,1.96,2.56,0.02,1800.00,0.65,0.00,0
"2020-01-01T00:30:00Z","2020-01-01T01:00:00Z",2.32,1.97,2.62,0.02,1800.00,0.65,0.00,0
"2020-01-01T01:00:00Z","2020-01-01T01:30:00Z",2.36,1.95,2.72,0.02,1800.00,0.65,0.00,0
"2020-01-01T01:30:00Z","2020-01-01T02:00:00Z",2.32,1.83,3.38,0.07,1800.00,0.65,0.01,0
"2020-01-01T02:00:00Z","2020-01-01T02:30:00Z",2.08,1.70,3.07,0.03,1800.00,0.65,0.00,0
"2020-01-01T02:30:00Z","2020-01-01T03:00:00Z",1.97,1.47,2.56,0.05,1800.00,0.65,0.01,0
"2020-01-01T03:00:00Z","2020-01-01T03:30:00Z",2.11,1.63,2.80,0.09,1800.00,0.65,0.01,0
"2020-01-01T03:30:00Z","2020-01-01T04:00:00Z",1.91,1.58,2.29,0.02,1800.00,0.65,0.00,0
"2020-01-01T04:00:00Z","2020-01-01T04:30:00Z",1.77,1.35,2.62,0.04,1800.00,0.65,0.00,0
"2020-01-01T04:30:00Z","2020-01-01T05:00:00Z",1.72,1.40,2.00,0.02,1800.00,0.65,0.00,0
"2020-01-01T05:00:00Z","2020-01-01T05:30:00Z",1.85,1.44,2.53,0.05,1800.00,0.65,0.01,0
"2020-01-01T05:30:00Z","2020-01-01T06:00:00Z",2.18,1.28,2.79,0.20,1800.00,0.65,0.01,0
"2020-01-01T06:00:00Z","2020-01-01T06:30:00Z",3.39,1.85,4.25,0.56,1800.00,0.65,0.02,0
"2020-01-01T06:30:00Z","2020-01-01T07:00:00Z",4.38,4.10,4.50,0.00,1800.00,0.65,0.00,0
"2020-01-01T07:00:00Z","2020-01-01T07:30:00Z",4.46,4.36,4.55,0.00,1800.00,0.65,0.00,0
"2020-01-01T07:30:00Z","2020-01-01T08:00:00Z",4.53,4.44,4.61,0.00,1800.00,0.65,0.00,0
"2020-01-01T08:00:00Z","2020-01-01T08:30:00Z",4.58,4.48,4.67,0.00,1800.00,0.65,0.00,0
"2020-01-01T08:30:00Z","2020-01-01T09:00:00Z",4.53,4.44,4.62,0.00,1800.00,0.65,0.00,0
"2020-01-01T09:00:00Z","2020-01-01T09:30:00Z",4.51,4.39,4.59,0.00,1800.00,0.65,0.00,0
"2020-01-01T09:30:00Z","2020-01-01T10:00:00Z",3.99,3.42,4.42,0.08,1800.00,0.65,0.01,0
"2020-01-01T10:00:00Z","2020-01-01T10:30:00Z",3.84,3.19,4.21,0.05,1800.00,0.65,0.01,0
"2020-01-01T10:30:00Z","2020-01-01T11:00:00Z",2.36,1.60,3.20,0.14,1800.00,0.65,0.01,0
"2020-01-01T11:00:00Z","2020-01-01T11:30:00Z",1.40,0.94,2.14,0.08,1800.00,0.65,0.01,0
"2020-01-01T11:30:00Z","2020-01-01T12:00:00Z",0.99,0.70,1.48,0.02,1800.00,0.65,0.00,0
"2020-01-01T12:00:00Z","2020-01-01T12:30:00Z",0.86,0.63,1.13,0.01,1800.00,0.65,0.00,0
"2020-01-01T12:30:00Z","2020-01-01T13:00:00Z",0.81,0.46,1.06,0.01,1800.00,0.65,0.00,0
"2020-01-01T13:00:00Z","2020-01-01T13:30:00Z",0.79,0.31,1.05,0.02,1800.00,0.65,0.00,0
"2020-01-01T13:30:00Z","2020-01-01T14:00:00Z",1.06,0.85,1.24,0.01,1800.00,0.65,0.00,0
"2020-01-01T14:00:00Z","2020-01-01T14:30:00Z",1.89,1.11,2.66,0.20,1800.00,0.65,0.01,0
"2020-01-01T14:30:00Z","2020-01-01T15:00:00Z",3.96,2.64,6.31,0.71,1800.00,0.65,0.02,0
"2020-01-01T15:00:00Z","2020-01-01T15:30:00Z",7.09,5.32,8.64,0.54,1800.00,0.65,0.02,0
"2020-01-01T15:30:00Z","2020-01-01T16:00:00Z",10.43,7.34,15.39,3.76,1800.00,0.65,0.05,0
"2020-01-01T16:00:00Z","2020-01-01T16:30:00Z",9.04,6.98,12.87,1.68,1800.00,0.65,0.03,0
"2020-01-01T16:30:00Z","2020-01-01T17:00:00Z",11.19,8.35,15.56,3.52,1800.00,0.65,0.04,0
"2020-01-01T17:00:00Z","2020-01-01T17:30:00Z",10.99,8.13,12.81,0.81,1800.00,0.65,0.02,0
"2020-01-01T17:30:00Z","2020-01-01T18:00:00Z",12.74,10.47,15.64,2.06,1800.00,0.65,0.03,0
"2020-01-01T18:00:00Z","2020-01-01T18:30:00Z",11.55,9.33,15.84,2.86,1800.00,0.65,0.04,0
"2020-01-01T18:30:00Z","2020-01-01T19:00:00Z",10.98,8.96,15.04,2.50,1800.00,0.65,0.04,0
"2020-01-01T19:00:00Z","2020-01-01T19:30:00Z",10.66,9.35,13.41,0.99,1800.00,0.65,0.02,0
"2020-01-01T19:30:00Z","2020-01-01T20:00:00Z",9.83,8.97,11.40,0.41,1800.00,0.65,0.02,0
"2020-01-01T20:00:00Z","2020-01-01T20:30:00Z",10.68,9.25,12.18,0.41,1800.00,0.65,0.02,0
"2020-01-01T20:30:00Z","2020-01-01T21:00:00Z",10.04,7.94,12.54,2.02,1800.00,0.65,0.03,0
"2020-01-01T21:00:00Z","2020-01-01T21:30:00Z",6.78,5.72,8.16,0.41,1800.00,0.65,0.02,0
"2020-01-01T21:30:00Z","2020-01-01T22:00:00Z",5.07,4.41,5.89,0.09,1800.00,0.65,0.01,0
"2020-01-01T22:00:00Z","2020-01-01T22:30:00Z",4.15,3.66,4.60,0.05,1800.00,0.65,0.01,0
"2020-01-01T22:30:00Z","2020-01-01T23:00:00Z",3.19,2.53,3.94,0.16,1796.00,0.65,0.01,0
"2020-01-01T23:00:00Z","2020-01-01T23:30:00Z",2.64,2.15,3.10,0.04,1800.00,0.65,0.00,0
"2020-01-01T23:30:00Z","2020-01-02T00:00:00Z",2.22,1.76,2.59,0.03,1800.00,0.65,0.00,0
"2020-01-02T00:00:00Z","2020-01-02T00:30:00Z",1.83,1.55,2.19,0.02,1800.00,0.65,0.00,0
"2020-01-02T00:30:00Z","2020-01-02T01:00:00Z",1.97,1.61,2.29,0.02,1800.00,0.65,0.00,0
"2020-01-02T01:00:00Z","2020-01-02T01:30:00Z",1.76,1.43,2.06,0.02,1800.00,0.65,0.00,0
"2020-01-02T01:30:00Z","2020-01-02T02:00:00Z",1.86,1.50,2.22,0.02,1800.00,0.65,0.00,0
"2020-01-02T02:00:00Z","2020-01-02T02:30:00Z",2.55,2.23,2.74,0.01,1800.00,0.65,0.00,0
"2020-01-02T02:30:00Z","2020-01-02T03:00:00Z",2.71,2.21,3.29,0.10,1800.00,0.65,0.01,0
"2020-01-02T03:00:00Z","2020-01-02T03:30:00Z",2.22,1.85,2.62,0.04,1800.00,0.65,0.00,0
"2020-01-02T03:30:00Z","2020-01-02T04:00:00Z",2.44,2.22,2.67,0.01,1800.00,0.65,0.00,0
"2020-01-02T04:00:00Z","2020-01-02T04:30:00Z",2.01,1.29,2.74,0.20,1800.00,0.65,0.01,0
"2020-01-02T04:30:00Z","2020-01-02T05:00:00Z",2.53,1.33,3.14,0.37,1800.00,0.65,0.01,0
"2020-01-02T05:00:00Z","2020-01-02T05:30:00Z",3.61,3.07,3.91,0.04,1800.00,0.65,0.00,0
"2020-01-02T05:30:00Z","2020-01-02T06:00:00Z",4.18,3.35,4.63,0.16,1800.00,0.65,0.01,0
"2020-01-02T06:00:00Z","2020-01-02T06:30:00Z",2.96,2.68,3.38,0.02,1800.00,0.65,0.00,0
"2020-01-02T06:30:00Z","2020-01-02T07:00:00Z",3.54,2.76,4.19,0.21,1800.00,0.65,0.01,0
"2020-01-02T07:00:00Z","2020-01-02T07:30:00Z",4.34,4.09,4.52,0.01,1800.00,0.65,0.00,0
"2020-01-02T07:30:00Z","2020-01-02T08:00:00Z",4.41,4.08,4.78,0.02,1800.00,0.65,0.00,0
"2020-01-02T08:00:00Z","2020-01-02T08:30:00Z",5.62,4.78,5.98,0.09,1800.00,0.65,0.01,0
"2020-01-02T08:30:00Z","2020-01-02T09:00:00Z",6.06,5.83,6.40,0.02,1800.00,0.65,0.00,0
"2020-01-02T09:00:00Z","2020-01-02T09:30:00Z",5.83,5.01,6.45,0.28,1800.00,0.65,0.01,0
"2020-01-02T09:30:00Z","2020-01-02T10:00:00Z",5.21,4.74,5.68,0.09,1800.00,0.65,0.01,0
"2020-01-02T10:00:00Z","2020-01-02T10:30:00Z",5.97,5.53,6.19,0.03,1800.00,0.65,0.00,0
"2020-01-02T10:30:00Z","2020-01-02T11:00:00Z",6.34,6.05,6.59,0.02,1800.00,0.65,0.00,0
"2020-01-02T11:00:00Z","2020-01-02T11:30:00Z",6.65,6.44,6.82,0.01,1800.00,0.65,0.00,0
"2020-01-02T11:30:00Z","2020-01-02T12:00:00Z",6.83,6.64,6.98,0.01,1800.00,0.65,0.00,0
"2020-01-02T12:00:00Z","2020-01-02T12:30:00Z",6.96,6.69,7.21,0.02,1800.00,0.65,0.00,0
"2020-01-02T12:30:00Z","2020-01-02T13:00:00Z",7.05,6.49,7.30,0.03,1800.00,0.65,0.00,0
"2020-01-02T13:00:00Z","2020-01-02T13:30:00Z",6.73,6.41,7.03,0.02,1800.00,0.65,0.00,0
"2020-01-02T13:30:00Z","2020-01-02T14:00:00Z",6.79,6.54,6.95,0.01,1800.00,0.65,0.00,0
"2020-01-02T14:00:00Z","2020-01-02T14:30:00Z",7.61,6.57,8.62,0.41,1800.00,0.65,0.02,0
"2020-01-02T14:30:00Z","2020-01-02T15:00:00Z",8.23,7.62,8.83,0.13,1800.00,0.65,0.01,0
"2020-01-02T15:00:00Z","2020-01-02T15:30:00Z",8.33,7.90,8.74,0.05,1800.00,0.65,0.01,0
"2020-01-02T15:30:00Z","2020-01-02T16:00:00Z",8.25,7.94,8.43,0.01,1800.00,0.65,0.00,0
"2020-01-02T16:00:00Z","2020-01-02T16:30:00Z",8.18,7.52,8.81,0.15,1800.00,0.65,0.01,0
"2020-01-02T16:30:00Z","2020-01-02T17:00:00Z",8.39,7.97,8.74,0.04,1800.00,0.65,0.00,0
"2020-01-02T17:00:00Z","2020-01-02T17:30:00Z",8.10,7.82,8.43,0.01,1800.00,0.65,0.00,0
"2020-01-02T17:30:00Z","2020-01-02T18:00:00Z",7.79,7.21,8.30,0.08,1800.00,0.65,0.01,0
"2020-01-02T18:00:00Z","2020-01-02T18:30:00Z",7.65,7.18,7.93,0.04,1800.00,0.65,0.00,0
"2020-01-02T18:30:00Z","2020-01-02T19:00:00Z",8.37,7.50,9.20,0.30,1800.00,0.65,0.01,0
"2020-01-02T19:00:00Z","2020-01-02T19:30:00Z",8.90,8.57,9.33,0.03,1800.00,0.65,0.00,0
"2020-01-02T19:30:00Z","2020-01-02T20:00:00Z",8.80,8.16,9.30,0.07,1800.00,0.65,0.01,0
"2020-01-02T20:00:00Z","2020-01-02T20:30:00Z",8.90,8.00,9.87,0.23,1800.00,0.65,0.01,0
"2020-01-02T20:30:00Z","2020-01-02T21:00:00Z",8.78,8.36,9.22,0.05,1800.00,0.65,0.01,0
"2020-01-02T21:00:00Z","2020-01-02T21:30:00Z",8.66,8.44,8.86,0.01,1800.00,0.65,0.00,0
"2020-01-02T21:30:00Z","2020-01-02T22:00:00Z",8.51,8.42,8.58,0.00,1800.00,0.65,0.00,0
"2020-01-02T22:00:00Z","2020-01-02T22:30:00Z",8.14,7.86,8.50,0.04,1800.00,0.65,0.00,0
"2020-01-02T22:30:00Z","2020-01-02T23:00:00Z",7.99,7.84,8.13,0.00,1800.00,0.65,0.00,0
"2020-01-02T23:00:00Z","2020-01-02T23:30:00Z",7.94,7.78,8.13,0.01,1800.00,0.65,0.00,0
"2020-01-02T23:30:00Z","2020-01-03T00:00:00Z",7.78,7.60,7.92,0.00,1800.00,0.65,0.00,0
"2020-01-03T00:00:00Z","2020-01-03T00:30:00Z",7.72,7.59,7.82,0.00,1800.00,0.65,0.00,0
"2020-01-03T00:30:00Z","2020-01-03T01:00:00Z",7.71,7.59,7.81,0.00,1800.00,0.65,0.00,0
"2020-01-03T01:00:00Z","2020-01-03T01:30:00Z",7.81,7.63,7.99,0.01,1800.00,0.65,0.00,0
"2020-01-03T01:30:00Z","2020-01-03T02:00:00Z",8.00,7.87,8.09,0.00,1800.00,0.65,0.00,0
"2020-01-03T02:00:00Z","2020-01-03T02:30:00Z",8.04,7.89,8.17,0.01,1800.00,0.65,0.00,0
"2020-01-03T02:30:00Z","2020-01-03T03:00:00Z",7.95,7.85,8.10,0.00,1800.00,0.65,0.00,0
"2020-01-03T03:00:00Z","2020-01-03T03:30:00Z",7.99,7.85,8.14,0.00,1800.00,0.65,0.00,0
"2020-01-03T03:30:00Z","2020-01-03T04:00:00Z",8.06,7.82,8.21,0.00,1800.00,0.65,0.00,0
"2020-01-03T04:00:00Z","2020-01-03T04:30:00Z",7.69,7.62,7.87,0.00,1800.00,0.65,0.00,0
"2020-01-03T04:30:00Z","2020-01-03T05:00:00Z",7.74,7.63,7.87,0.00,1800.00,0.65,0.00,0
"2020-01-03T05:00:00Z","2020-01-03T05:30:00Z",7.79,7.67,7.95,0.00,1800.00,0.65,0.00,0
"2020-01-03T05:30:00Z","2020-01-03T06:00:00Z",8.05,7.77,8.28,0.03,1800.00,0.65,0.00,0
"2020-01-03T06:00:00Z","2020-01-03T06:30:00Z",8.20,7.99,8.37,0.01,1800.00,0.65,0.00,0
"2020-01-03T06:30:00Z","2020-01-03T07:00:00Z",8.10,7.86,8.35,0.02,1800.00,0.65,0.00,0
"2020-01-03T07:00:00Z","2020-01-03T07:30:00Z",7.95,7.84,8.14,0.00,1800.00,0.65,0.00,0
"2020-01-03T07:30:00Z","2020-01-03T08:00:00Z",8.12,8.00,8.26,0.00,1800.00,0.65,0.00,0
"2020-01-03T08:00:00Z","2020-01-03T08:30:00Z",8.38,8.19,8.59,0.02,1800.00,0.65,0.00,0
"2020-01-03T08:30:00Z","2020-01-03T09:00:00Z",8.74,8.49,8.93,0.02,1800.00,0.65,0.00,0
"2020-01-03T09:00:00Z","2020-01-03T09:30:00Z",9.13,8.87,9.71,0.04,1800.00,0.65,0.00,0
"2020-01-03T09:30:00Z","2020-01-03T10:00:00Z",10.00,9.64,10.46,0.05,1800.00,0.65,0.01,0
"2020-01-03T10:00:00Z","2020-01-03T10:30:00Z",10.43,10.26,11.50,0.02,1800.00,0.65,0.00,0
"2020-01-03T10:30:00Z","2020-01-03T11:00:00Z",9.67,9.46,10.30,0.04,1800.00,0.65,0.00,0
"2020-01-03T11:00:00Z","2020-01-03T11:30:00Z",9.28,8.94,9.54,0.03,1800.00,0.65,0.00,0
"2020-01-03T11:30:00Z","2020-01-03T12:00:00Z",8.98,8.87,9.07,0.00,1800.00,0.65,0.00,0
"2020-01-03T12:00:00Z","2020-01-03T12:30:00Z",9.07,8.99,9.13,0.00,1800.00,0.65,0.00,0
"2020-01-03T12:30:00Z","2020-01-03T13:00:00Z",9.16,9.01,9.32,0.01,1800.00,0.65,0.00,0
"2020-01-03T13:00:00Z","2020-01-03T13:30:00Z",9.37,9.28,9.45,0.00,1800.00,0.65,0.00,0
"2020-01-03T13:30:00Z","2020-01-03T14:00:00Z",9.47,9.39,9.53,0.00,1800.00,0.65,0.00,0
"2020-01-03T14:00:00Z","2020-01-03T14:30:00Z",9.69,9.50,9.90,0.02,1800.00,0.65,0.00,0
"2020-01-03T14:30:00Z","2020-01-03T15:00:00Z",10.00,9.85,10.26,0.01,1800.00,0.65,0.00,0
"2020-01-03T15:00:00Z","2020-01-03T15:30:00Z",10.32,10.13,10.64,0.03,1800.00,0.65,0.00,0
"2020-01-03T15:30:00Z","2020-01-03T16:00:00Z",10.70,10.56,10.85,0.01,1800.00,0.65,0.00,0
"2020-01-03T16:00:00Z","2020-01-03T16:30:00Z",11.21,10.65,11.77,0.07,1800.00,0.65,0.01,0
"2020-01-03T16:30:00Z","2020-01-03T17:00:00Z",12.55,11.74,13.24,0.15,1800.00,0.64,0.01,0
"2020-01-03T17:00:00Z","2020-01-03T17:30:00Z",12.33,11.93,12.81,0.06,1800.00,0.64,0.01,0
"2020-01-03T17:30:00Z","2020-01-03T18:00:00Z",13.03,12.52,13.74,0.09,1800.00,0.64,0.01,0
"2020-01-03T18:00:00Z","2020-01-03T18:30:00Z",12.77,12.59,13.04,0.02,1800.00,0.64,0.00,0
"2020-01-03T18:30:00Z","2020-01-03T19:00:00Z",13.59,12.86,14.20,0.16,1800.00,0.64,0.01,0
"2020-01-03T19:00:00Z","2020-01-03T19:30:00Z",13.81,13.67,13.98,0.00,1800.00,0.64,0.00,0
"2020-01-03T19:30:00Z","2020-01-03T20:00:00Z",13.98,13.69,14.24,0.01,1800.00,0.64,0.00,0
"2020-01-03T20:00:00Z","2020-01-03T20:30:00Z",13.55,13.31,13.84,0.02,1800.00,0.64,0.00,0
"2020-01-03T20:30:00Z","2020-01-03T21:00:00Z",13.37,13.19,13.56,0.01,1800.00,0.64,0.00,0
"2020-01-03T21:00:00Z","2020-01-03T21:30:00Z",13.49,13.38,13.67,0.01,1800.00,0.64,0.00,0
"2020-01-03T21:30:00Z","2020-01-03T22:00:00Z",13.34,13.03,13.52,0.02,1800.00,0.64,0.00,0
"2020-01-03T22:00:00Z","2020-01-03T22:30:00Z",12.91,12.68,13.06,0.01,1800.00,0.64,0.00,0
"2020-01-03T22:30:00Z","2020-01-03T23:00:00Z",12.60,12.51,12.77,0.00,1800.00,0.64,0.00,0
"2020-01-03T23:00:00Z","2020-01-03T23:30:00Z",12.45,12.32,12.57,0.00,1800.00,0.64,0.00,0
