startDateTime,endDateTime,bioTempMean,bioTempMinimum,bioTempMaximum,bioTempVariance,bioTempNumPts,bioTempExpUncert,bioTempStdErMean,finalQF
"2023-03-01T00:00:00Z","2023-03-01T00:30:00Z",10.45,9.98,10.94,0.07,1800.00,0.56,0.01,0
"2023-03-01T00:30:00Z","2023-03-01T01:00:00Z",9.83,9.56,10.04,0.02,1800.00,0.56,0.00,0
"2023-03-01T01:00:00Z","2023-03-01T01:30:00Z",9.42,9.14,9.66,0.01,1800.00,0.56,0.00,0
"2023-03-01T01:30:00Z","2023-03-01T02:00:00Z",8.99,8.77,9.27,0.01,1800.00,0.56,0.00,0
"2023-03-01T02:00:00Z","2023-03-01T02:30:00Z",8.77,8.53,9.15,0.02,1800.00,0.56,0.00,0
"2023-03-01T02:30:00Z","2023-03-01T03:00:00Z",8.54,8.36,8.81,0.01,1800.00,0.56,0.00,0
"2023-03-01T03:00:00Z","2023-03-01T03:30:00Z",8.37,8.15,8.60,0.01,1800.00,0.56,0.00,0
"2023-03-01T03:30:00Z","2023-03-01T04:00:00Z",8.24,8.03,8.49,0.01,1800.00,0.56,0.00,0
"2023-03-01T04:00:00Z","2023-03-01T04:30:00Z",8.19,8.04,8.49,0.01,1800.00,0.56,0.00,0
"2023-03-01T04:30:00Z","2023-03-01T05:00:00Z",8.15,7.98,8.29,0.00,1800.00,0.56,0.00,0
"2023-03-01T05:00:00Z","2023-03-01T05:30:00Z",8.20,7.87,8.46,0.01,1800.00,0.56,0.00,0
"2023-03-01T05:30:00Z","2023-03-01T06:00:00Z",7.96,7.63,8.28,0.03,1800.00,0.56,0.00,0
"2023-03-01T06:00:00Z","2023-03-01T06:30:00Z",7.72,7.50,8.02,0.01,1800.00,0.56,0.00,0
"2023-03-01T06:30:00Z","2023-03-01T07:00:00Z",7.60,7.39,7.87,0.01,1800.00,0.56,0.00,0
"2023-03-01T07:00:00Z","2023-03-01T07:30:00Z",7.81,7.56,8.16,0.02,1800.00,0.56,0.00,0
"2023-03-01T07:30:00Z","2023-03-01T08:00:00Z",7.93,7.72,8.17,0.01,1800.00,0.56,0.00,0
"2023-03-01T08:00:00Z","2023-03-01T08:30:00Z",7.92,7.74,8.22,0.01,1800.00,0.56,0.00,0
"2023-03-01T08:30:00Z","2023-03-01T09:00:00Z",7.84,7.56,8.14,0.02,1800.00,0.56,0.00,0
"2023-03-01T09:00:00Z","2023-03-01T09:30:00Z",7.93,7.60,8.16,0.01,1800.00,0.56,0.00,0
"2023-03-01T09:30:00Z","2023-03-01T10:00:00Z",8.36,8.00,9.04,0.05,1800.00,0.56,0.01,0
"2023-03-01T10:00:00Z","2023-03-01T10:30:00Z",8.82,8.56,9.13,0.02,1800.00,0.56,0.00,0
"2023-03-01T10:30:00Z","2023-03-01T11:00:00Z",9.03,8.80,9.32,0.01,1800.00,0.56,0.00,0
"2023-03-01T11:00:00Z","2023-03-01T11:30:00Z",9.47,9.06,9.93,0.04,1800.00,0.56,0.00,0
"2023-03-01T11:30:00Z","2023-03-01T12:00:00Z",9.93,9.63,10.22,0.02,1800.00,0.56,0.00,0
"2023-03-01T12:00:00Z","2023-03-01T12:30:00Z",10.24,9.78,10.71,0.07,1800.00,0.56,0.01,0
"2023-03-01T12:30:00Z","2023-03-01T13:00:00Z",11.09,10.68,11.61,0.04,1800.00,0.56,0.00,0
"2023-03-01T13:00:00Z","2023-03-01T13:30:00Z",12.71,11.61,13.52,0.31,1800.00,0.56,0.01,0
"2023-03-01T13:30:00Z","2023-03-01T14:00:00Z",13.87,13.36,15.07,0.21,1800.00,0.56,0.01,0
"2023-03-01T14:00:00Z","2023-03-01T14:30:00Z",17.36,15.04,20.52,2.32,1800.00,0.57,0.04,0
